Sigla da UF;Código do Município;Nome do Município;Código da Escola;Nome da Escola;Rede;Matemática;Língua Portuguesa;Nota Média Padronizada (N)
MA;2103752;Davinópolis;21092770;CENTRO DE ENSINO FRANCISCO ALVES II;Estadual;254.88;256.89;4.114948
MA;2103802;Dom Pedro;21127328;CENTRO EDUCA MAIS ANA ISABEL TAVARES;Estadual;316.9;306.73;5.732123
MA;2103802;Dom Pedro;21127336;CENTRO DE ENSINO GOVERNADOR LUIS ROCHA;Estadual;266.29;268.41;4.447656
MA;2103802;Dom Pedro;21326410;CENTRO DE ENSINO VERIANO MORAES;Estadual;266.57;267.66;4.440361
MA;2103901;Duque Bacelar;21154589;CENTRO DE ENSINO DR PAULO RAMOS;Estadual;230.19;212.13;3.098119
MA;2103901;Duque Bacelar;21154597;CENTRO DE ENSINO PROFESSOR LUIS VIANA;Estadual;239.93;247.01;3.757072
MA;2104008;Esperantinópolis;21102740;CENTRO DE ENSINO JOAO ALMEIDA;Estadual;269.54;278.55;4.645099
MA;2104008;Esperantinópolis;21102759;CENTRO DE ENSINO ANTONIO CORREA;Estadual;258.76;245.67;4.001479
MA;2104008;Esperantinópolis;21257248;CENTRO DE ENSINO ANTONIO CORREA - ANEXO III - PALMEIRAL;Estadual;246.03;222.9;3.481818
MA;2104057;Estreito;21175632;CENTRO DE ENSINO PROFESSOR JOAO PEREIRA MARTINS NETO;Estadual;266.09;266.62;4.418051
MA;2104057;Estreito;21177376;CENTRO DE ENSINO FREI GIL;Estadual;257.85;256.62;4.15262
MA;2104057;Estreito;21351007;CENTRO DE ENSINO PROFESSOR JOAO PEREIRA MARTINS NETO - ANEXO I - ASSENTAMENTO ALTAMIRA;Estadual;;;
MA;2104073;Feira Nova do Maranhão;21252815;CENTRO DE ENSINO ROSALINA SA;Estadual;254.61;261.23;4.176126
MA;2104081;Fernao Falcão;21260273;CENTRO DE ENSINO PROFESSOR GALENO EDGAR BRAES - ANEXO V - FERNAO FALCAO;Estadual;236.14;240.02;3.599201
MA;2104081;Fernao Falcão;21335826;CENTRO DE ENSINO PROFESSOR GALENO EDGAR BRAES - ANEXO IV - LEARO;Estadual;;;
MA;2104099;Formosa da Serra Negra;21205183;CENTRO DE ENSINO ANTONIO SIRLEY DE ARRUDA LIMA;Estadual;253.39;246.24;3.93459
MA;2104099;Formosa da Serra Negra;21333211;CENTRO DE ENSINO ANTONIO SIRLEY DE ARRUDA LIMA - ANEXO I - SIBIL;Estadual;245.34;236.39;3.674073
MA;2104099;Formosa da Serra Negra;21333408;CENTRO DE ENSINO ANTONIO SIRLEY DE ARRUDA LIMA - ANEXO II - SOARA;Estadual;250.19;237.29;3.755664
MA;2104107;Fortaleza dos Nogueiras;21186855;CENTRO DE ENSINO MARCELINO MACHADO;Estadual;267.12;257.34;4.293595
MA;2104107;Fortaleza dos Nogueiras;21186898;CENTRO DE ENSINO VERA LUCIA DOS SANTOS CARVALHO;Estadual;272.33;270.37;4.561829
MA;2104206;Fortuna;21127646;CENTRO DE ENSINO ESTADO DO RIO DE JANEIRO;Estadual;270.71;272.9;4.57695
MA;2104206;Fortuna;21259836;CENTRO DE ENSINO ESTADO DO RIO DE JANEIRO - ANEXO I - SAO JOSE;Estadual;247.56;238.48;3.73654
MA;2104305;Godofredo Viana;21068518;CENTRO DE ENSINO BENEDITA JORGE;Estadual;;;
MA;2104404;Gonçalves Dias;21128871;CENTRO DE ENSINO SULAMITA LUCIO DO NASCIMENTO;Estadual;260.06;260.06;4.235156
MA;2104404;Gonçalves Dias;21259798;CENTRO DE ENSINO SULAMITA LUCIO DO NASCIMENTO - ANEXO I - LAGOA DA CRUZ;Estadual;;;
MA;2104404;Gonçalves Dias;21599661;CENTRO DE ENSINO SULAMITA LUCIO DO NASCIMENTO - ANEXO II - OLHO DAGUA SECO;Estadual;253.52;241.51;3.865608
MA;2104503;Governador Archer;21129282;CENTRO DE ENSINO DEPUTADO PIRES SABOIA;Estadual;239.26;245.18;3.720267
MA;2104552;Governador Edison Lobão;21095990;CENTRO DE ENSINO FRANCISCO FIIM;Estadual;273.95;280.34;4.733833
MA;2104552;Governador Edison Lobão;21096007;CENTRO DE ENSINO VICENTE YANEZ PINZON;Estadual;262.44;274.97;4.491787
MA;2104602;Governador Eugênio Barros;21129991;CENTRO DE ENSINO DIAS CARNEIRO;Estadual;248.7;253.76;3.981294
MA;2104602;Governador Eugênio Barros;21259887;CENTRO DE ENSINO DIAS CARNEIRO - ANEXO II - SANTA ROSA;Estadual;230.62;226.23;3.315236
MA;2104602;Governador Eugênio Barros;21259895;CENTRO DE ENSINO DIAS CARNEIRO - ANEXO I - SOCORRO;Estadual;255.87;249.58;4.019422
MA;2104628;Governador Luiz Rocha;21255261;CENTRO DE ENSINO LUIS CHEIVAN;Estadual;250.02;252.51;3.981121
MA;2104651;Governador Newton Bello;21088101;CENTRO DE ENSINO ANTONIO MACEDO DE ALMEIDA;Estadual;238.85;236.3;3.581574
MA;2104677;Governador Nunes Freire;21252688;CENTRO DE ENSINO MARIA IRACEMA ALVES DE SOUSA;Estadual;;;
MA;2104701;Graça Aranha;21130485;CENTRO DE ENSINO HUMBERTO DE CAMPOS;Estadual;259.46;260.97;4.240352
MA;2104800;Grajaú;21118655;CENTRO DE ENSINO LIVINO DE SOUZA REZEE;Estadual;243.86;245.67;3.792209
MA;2104800;Grajaú;21118841;CENTRO DE ENSINO NICOLAU DINO;Estadual;249.59;252.34;3.972537
MA;2104800;Grajaú;21122318;CENTRO DE ENSINO ANTONIO FRANCISCO DOS REIS;Estadual;216.53;247.2;3.431265
MA;2104800;Grajaú;21122334;CENTRO DE ENSINO PROFESSOR DIMAS SIMAS LIMA;Estadual;248.08;246.36;3.861808
MA;2104800;Grajaú;21122342;CENTRO EDUCA MAIS AMARAL RAPOSO;Estadual;276.45;267.51;4.57688
MA;2104800;Grajaú;21122369;CENTRO DE ENSINO URBANO SANTOS;Estadual;;;
MA;2104800;Grajaú;21243875;CENTRO DE ENSINO NICOLAU DINO - ANEXO II - ALTO BRASIL;Estadual;;;
MA;2104800;Grajaú;21281653;IFMA - CAMPUS GRAJAU;Federal;271.14;280.99;4.704097
MA;2104800;Grajaú;21335842;CENTRO DE ENSINO ANTONIO FRANCISCO DOS REIS - ANEXO I - ALTO DO COCO;Estadual;;;
MA;2104800;Grajaú;21335850;CENTRO DE ENSINO NICOLAU DINO - ANEXO I - ASSENTAMENTO REMANSO;Estadual;;;
MA;2104800;Grajaú;21336210;CENTRO DE ENSINO ANTONIO FRANCISCO DOS REIS - ANEXO III - SAMBAIBA;Estadual;;;
MA;2104800;Grajaú;21336237;CENTRO DE ENSINO ANTONIO FRANCISCO DOS REIS - ANEXO IV - ASSENTAMENTO VERA CRUZ;Estadual;;;
MA;2104800;Grajaú;21336253;CENTRO DE ENSINO ANTONIO FRANCISCO DOS REIS - ANEXO II - FLORES;Estadual;;;
MA;2104909;Guimarães;21006032;CENTRO DE ENSINO NOSSA SENHORA DA ASSUNCAO;Estadual;250.74;263.32;4.15306
MA;2104909;Guimarães;21327238;CENTRO DE ENSINO NOSSA SENHORA DA ASSUNCAO - ANEXO I - CUMA;Estadual;;;
MA;2105005;Humberto de Campos;21031509;CENTRO DE ENSINO HUMBERTO DE CAMPOS;Estadual;239.28;238.95;3.627284
MA;2105005;Humberto de Campos;21272719;CENTRO DE ENSINO HUMBERTO DE CAMPOS - ANEXO I - RAMPA;Estadual;228.42;230.64;3.350355
MA;2105104;Icatu;21024154;CENTRO DE ENSINO ANA FLAVIA PEREIRA DA SILVA;Estadual;239.89;239.05;3.637349
MA;2105104;Icatu;21272735;CENTRO DE ENSINO RAIMUA NONATA PAIXAO;Estadual;231.53;222.08;3.265891
MA;2105104;Icatu;21283850;CENTRO DE ENSINO MATIAS COSTA;Estadual;237.18;239.75;3.609766
MA;2105153;Igarapé do Meio;21195110;CENTRO DE ENSINO DRA AGOSTINHA MELO CORREIA LIMA - ANEXO I - SAO VICENTE;Estadual;230.67;237.74;3.488243
MA;2105153;Igarapé do Meio;21252530;CENTRO DE ENSINO DRA AGOSTINHA MELO CORREIA LIMA;Estadual;;;
MA;2105203;Igarapé Grae;21103321;CENTRO DE ENSINO CHAGAS COSTA;Estadual;;;
MA;2105203;Igarapé Grae;21103429;CENTRO DE ENSINO MANUEL MATIAS;Estadual;;;
MA;2105302;Imperatriz;21092346;COLEGIO MILITAR TIRADENTES II - IMPERATRIZ;Estadual;331.72;326.71;6.239371
MA;2105302;Imperatriz;21092354;CENTRO DE ENSINO NEWTON BARJONAS LOBAO;Estadual;254.72;257.43;4.120785
MA;2105302;Imperatriz;21092362;IFMA - CAMPUS IMPERATRIZ;Federal;;;
MA;2105302;Imperatriz;21092370;CENTRO DE ENSINO GRACA ARANHA;Estadual;273.14;286.67;4.817217
MA;2105302;Imperatriz;21092389;CENTRO DE ENSINO AMARAL RAPOSO;Estadual;250,00;250.88;3.956439
MA;2105302;Imperatriz;21092699;CENTRO DE ENSINO DORGIVAL PINHEIRO DE SOUSA;Estadual;246.75;250.73;3.908547
MA;2105302;Imperatriz;21092710;CENTRO DE ENSINO RAIMUO SOARES DA CUNHA;Estadual;;;
MA;2105302;Imperatriz;21092761;COMPLEXO EDUCACIONAL DOM BOSCO;Privada;;;
MA;2105302;Imperatriz;21092869;ESCOLA COELHO NETO;Privada;;;
MA;2105302;Imperatriz;21093350;CENTRO DE ENSINO CAMINHO DO FUTURO;Estadual;258.82;264.4;4.28271
MA;2105302;Imperatriz;21093660;CENTRO DE ENSINO DELAHE FIQUENE;Estadual;256.67;273.02;4.381556
MA;2105302;Imperatriz;21093733;CENTRO DE ENSINO PROFESSOR EDINAN MORAES;Estadual;258.53;263.51;4.265314
MA;2105302;Imperatriz;21095450;CENTRO EDUCA MAIS TANCREDO DE ALMEIDA NEVES;Estadual;299.72;299.93;5.389035
MA;2105302;Imperatriz;21095515;CENTRO DE ENSINO UNIAO;Estadual;236.82;229.91;3.457404
MA;2105302;Imperatriz;21095523;CENTRO DE ENSINO URBANO ROCHA;Estadual;244.51;251.61;3.89026
MA;2105302;Imperatriz;21095531;CENTRO DE ENSINO VESPASIANO RAMOS;Estadual;255.4;261.28;4.18797
MA;2105302;Imperatriz;21095981;CENTRO EDUCA MAIS NASCIMENTO DE MORAES;Estadual;268.93;283.99;4.717968
MA;2105302;Imperatriz;21096040;CENTRO DE ENSINO VINICIUS DE MORAES;Estadual;;;
MA;2105302;Imperatriz;21096058;CENTRO DE ENSINO GOVERNADOR ARCHER;Estadual;256.68;266.3;4.281097
MA;2105302;Imperatriz;21096112;CENTRO DE ENSINO MOURAO RANGEL;Estadual;248.11;263.94;4.125403
MA;2105302;Imperatriz;21096120;CENTRO DE ENSINO ESTADO DE GOIAS;Estadual;254.67;259.88;4.156759
MA;2105302;Imperatriz;21096147;CENTRO DE ENSINO NOVA VITORIA;Estadual;259.22;275.92;4.460783
MA;2105302;Imperatriz;21272239;CENTRO DE ENSINO DORGIVAL PINHEIRO DE SOUSA - ANEXO I - CENTRO;Estadual;;;
MA;2105302;Imperatriz;21272921;INST EDUCACIONAL SUL MARANHENSE COC;Privada;;;
MA;2105302;Imperatriz;21350809;CENTRO DE ENSINO DORGIVAL PINHEIRO DE SOUSA - ANEXO II - PETROLINA;Estadual;;;
MA;2105351;Itaipava do Grajaú;21260257;CENTRO DE ENSINO GREGORIO ALVES TORRES;Estadual;242.93;236.29;3.638728
MA;2105351;Itaipava do Grajaú;21266956;CENTRO DE ENSINO GREGORIO ALVES TORRES - ANEXO I - GALILEIA;Estadual;;;
MA;2105351;Itaipava do Grajaú;21336024;CENTRO DE ENSINO GREGORIO ALVES TORRES - ANEXO III - CRIOLIZAO;Estadual;;;
MA;2105351;Itaipava do Grajaú;21336202;CENTRO DE ENSINO GREGORIO ALVES TORRES - ANEXO II - CREOLIZINHO;Estadual;;;
MA;2105401;Itapecuru Mirim;21057362;CENTRO DE ENSINO PROFESSOR NEWTON NEVES;Estadual;;;
MA;2105401;Itapecuru Mirim;21059128;CENTRO DE ENSINO WADY FIQUENE CAIC;Estadual;237.96;247.95;3.743475
MA;2105401;Itapecuru Mirim;21242151;CENTRO DE ENSINO PROFESSOR NEWTON NEVES - ANEXO II - ENTRONCAMENTO;Estadual;;;
MA;2105401;Itapecuru Mirim;21242615;CENTRO DE ENSINO PROFESSOR NEWTON NEVES - ANEXO III - LEITE;Estadual;220.03;227.24;3.18162
MA;2105401;Itapecuru Mirim;21261830;CENTRO DE EDUCACAO QUILOMBOLA ROSEMARY MEDEIROS MUNIZ DA SILVA;Estadual;;;
MA;2105401;Itapecuru Mirim;21272484;CENTRO DE EDUCACAO QUILOMBOLA RAFAELA PIRES;Estadual;;;
MA;2105401;Itapecuru Mirim;21272492;CENTRO DE EDUCACAO QUILOMBOLA PROFESSOR NEWTON NEVES - ANEXO V - MAGNIFICAT;Estadual;232.23;248.91;3.677369
MA;2105401;Itapecuru Mirim;21272506;CENTRO DE ENSINO PROFESSOR NEWTON NEVES - ANEXO I - PICOS 1;Estadual;;;
MA;2105401;Itapecuru Mirim;21272514;CENTRO DE ENSINO PROFESSOR NEWTON NEVES - ANEXO IV - SAO FRANCISCO;Estadual;;;
MA;2105401;Itapecuru Mirim;21283303;IFMA - CAMPUS ITAPECURU MIRIM;Federal;;;
MA;2105401;Itapecuru Mirim;21490201;CENTRO EDUCA MAIS AYRTON SENNA;Estadual;244.79;229.54;3.563804
MA;2105401;Itapecuru Mirim;21564663;CENTRO DE EDUCACAO QUILOMBOLA OLEGARIO BISPO DA SILVA;Estadual;218.69;230.04;3.204716
MA;2105427;Itinga do Maranhão;21090262;CENTRO DE ENSINO JOSE NEVES DE OLIVEIRA;Estadual;;;
MA;2105427;Itinga do Maranhão;21349002;CENTRO DE ENSINO JOSE NEVES DE OLIVEIRA - ANEXO I - CAJUAPARA;Estadual;;;
MA;2105450;Jatobá;21254290;CENTRO DE ENSINO ALUISIO AZEVEDO;Estadual;244.84;248.88;3.854027
MA;2105450;Jatobá;21269246;CENTRO DE ENSINO ALUIZIO AZEVEDO - ANEXO II - CACHIMBOS;Estadual;;;
MA;2105450;Jatobá;21269270;CENTRO DE ENSINO ALUISIO AZEVEDO - ANEXO I - TABOCA DA ONCA;Estadual;;;
MA;2105476;Jenipapo dos Vieiras;21243883;CENTRO DE ENSINO PROFESSORA MARIA ANITA OLIVEIRA NEPOMUCENO;Estadual;;;
MA;2105476;Jenipapo dos Vieiras;21260176;CENTRO DE ENSINO PROFESSORA MARIA ANITA OLIVEIRA NEPOMUCENO - ANEXO II - COPAIBA;Estadual;226.88;234.9;3.392498
MA;2105476;Jenipapo dos Vieiras;21296804;CENTRO DE ENSINO PROFESSORA MARIA ANITA OLIVEIRA NEPOMUCENO - ANEXO I - JACAREZINHO;Estadual;233.77;231.82;3.44316
MA;2105476;Jenipapo dos Vieiras;21297002;CENTRO DE ENSINO PROFESSORA MARIA ANITA OLIVEIRA NEPOMUCENO - ANEXO IV - LAGOA DO COCO;Estadual;241.27;230.31;3.525892
MA;2105476;Jenipapo dos Vieiras;21297207;CENTRO DE ENSINO PROFESSORA MARIA ANITA OLIVEIRA NEPOMUCENO - ANEXO III - LAGOA DO SABONETE;Estadual;;;
MA;2105500;João Lisboa;21097682;CENTRO DE ENSINO RIO AMAZONAS;Estadual;254.75;265.22;4.237823
MA;2105500;João Lisboa;21097747;CENTRO DE ENSINO HENRIQUE DE LA ROQUE;Estadual;257.5;263.38;4.248902
MA;2105500;João Lisboa;21193355;CENTRO DE ENSINO HENRIQUE DE LA ROQUE - ANEXO I - BOM LUGAR;Estadual;235.7;235.31;3.522512
MA;2105609;Joselâia;21123012;CENTRO DE ENSINO DR NEWTON BELLO;Estadual;241.7;248.27;3.800794
MA;2105658;Junco do Maranhão;21198729;CENTRO DE ENSINO JOAO TEIXEIRA SOUSA;Estadual;245.42;261.2;4.046604
MA;2105708;Lago da Pedra;21075662;CENTRO DE ENSINO CRISTOVAO COLOMBO;Estadual;249.84;253.18;3.988623
MA;2105708;Lago da Pedra;21075689;CENTRO DE ENSINO MAURA JORGE DE MELO;Estadual;267.68;275.98;4.580502
MA;2105708;Lago da Pedra;21075697;CENTRO DE ENSINO FREI GODOFREDO BAUERDICK;Estadual;264.24;263.19;4.34072
MA;2105708;Lago da Pedra;21258392;CENTRO DE ENSINO CRISTOVAO COLOMBO - ANEXO III - TRES LAGOS;Estadual;223.36;215.38;3.050844
MA;2105708;Lago da Pedra;21258414;CENTRO DE ENSINO CRISTOVAO COLOMBO - ANEXO II - SANTA TEREZA;Estadual;;;
MA;2105807;Lago do Junco;21104140;CENTRO DE ENSINO JOSE MALAQUIAS;Estadual;264.86;259.4;4.292692
MA;2105807;Lago do Junco;21258422;CENTRO DE ENSINO JOSE MALAQUIAS - ANEXO I - LUDOVICO;Estadual;;;
MA;2105807;Lago do Junco;21378258;CENTRO FAMILIAR DE FORMACAO POR ALTERNANCIA MANOEL MONTEIRO;Privada;;;
MA;2105906;Lago Verde;21104832;CENTRO DE ENSINO ARTUR LINHARES;Estadual;249,00;238.14;3.751675
MA;2105906;Lago Verde;21104840;CENTRO DE ENSINO JOHN KENNEDY;Estadual;242.49;243.46;3.739883
MA;2105922;Lagoa do Mato;21171033;CENTRO DE ENSINO SENADOR JOSE NEIVA;Estadual;244.47;243.76;3.772183
MA;2105948;Lago dos Rodrigues;21104220;CENTRO DE ENSINO HOSANO GOMES FERREIRA;Estadual;250.7;260.87;4.115821
MA;2105948;Lago dos Rodrigues;21258236;CENTRO DE ENSINO HOSANO GOMES FERREIRA - ANEXO I - SAO JOAO DA MATA;Estadual;243.4;271.22;4.168233
MA;2105963;Lagoa Grae do Maranhão;21242941;CENTRO DE ENSINO FREI JOAO RODRIGUES MOREIRA;Estadual;251.14;245.7;3.894905
MA;2105963;Lagoa Grae do Maranhão;21498822;CENTRO DE EDUCACAO DO CAMPO ROSELI NUNES - ASSENTAMENTO CIGRA;Estadual;244.37;240.79;3.726318
MA;2105989;Lajeado Novo;21263620;CENTRO DE ENSINO PROFESSOR CARLOS ALBERTO MONTEIRO DE MACEDO;Estadual;254.51;239.86;3.854811
MA;2106003;Lima Campos;21105383;CENTRO DE ENSINO NEWTON BELLO;Estadual;245.01;236.78;3.675277
MA;2106102;Loreto;21187703;CENTRO DE ENSINO PAULO FREIRE;Estadual;250.38;250.92;3.962375
MA;2106102;Loreto;21285608;CENTRO DE ENSINO PAULO FREIRE - ANEXO I - BURITIRANA;Estadual;225.55;240.5;3.457651
MA;2106201;Luís Domingues;21069026;CENTRO DE ENSINO ALMEIDA BRAGA;Estadual;260.73;265,00;4.318518
MA;2106300;Magalhães de Almeida;21251320;CENTRO DE ENSINO PREFEITO DIONILIO GONCALVES COSTA;Estadual;254.17;262.41;4.187611
MA;2106300;Magalhães de Almeida;21339414;CENTRO DE ENSINO PREFEITO DIONILIO GONCALVES COSTA - ANEXO III - CUSTODIO LIMA;Estadual;;;
MA;2106300;Magalhães de Almeida;21339422;CENTRO DE ENSINO PREFEITO DIONILIO GONCALVES COSTA - ANEXO I - MELANCIAS;Estadual;;;
MA;2106300;Magalhães de Almeida;21339600;CENTRO DE ENSINO PREFEITO DIONILIO GONCALVES COSTA - ANEXO II - CURRALINHO;Estadual;;;
MA;2106300;Magalhães de Almeida;21339805;CENTRO DE ENSINO PREFEITO DIONILIO GONCALVES COSTA - ANEXO IV - BACURI;Estadual;;;
MA;2106326;Maracaçumé;21252670;CENTRO DE ENSINO PROFESSOR FRANCISCO NALDO POVOAS;Estadual;;;
MA;2106326;Maracaçumé;21272654;CENTRO DE ENSINO FRANCISCO NALDO POVOAS - ANEXO I - CAJUEIRO;Estadual;231.74;218.17;3.210307
MA;2106359;Marajá do Sena;21242330;CENTRO DE ENSINO RUI BARBOSA - ANEXO III - CESAR BAEIRA;Estadual;242.47;246.58;3.786309
MA;2106375;Maranhãozinho;21248370;CENTRO DE ENSINO ELIAS DAS CHAGAS BITENCOURT;Estadual;;;
MA;2106409;Mata Roma;21143129;CENTRO DE ENSINO OLIVEIRA ROMA;Estadual;240.95;240.75;3.677685
MA;2106409;Mata Roma;21339430;CENTRO DE EDUCACAO QUILOMBOLA ELOI FERREIRA DOS REIS;Estadual;;;
MA;2106508;Matinha;21039810;CENTRO DE ENSINO PADRE ASTOLFO SERRA;Estadual;;;
MA;2106508;Matinha;21272298;CENTRO DE ENSINO PADRE ASTOLFO SERRA - ANEXO III - ITANS;Estadual;;;
MA;2106508;Matinha;21359202;CENTRO DE ENSINO ANICETO MARIANO COSTA;Estadual;261.56;266.57;4.353679
MA;2106607;Matões;21161321;CENTRO DE ENSINO JOAO PAULO I;Estadual;248.24;253.63;3.972887
MA;2106607;Matões;21161330;CENTRO DE ENSINO EUGENIO BARROS;Estadual;229.11;238.98;3.484896
MA;2106607;Matões;21275092;CENTRO DE ENSINO JOAO PAULO I - ANEXO I - SANTO ANTONIO;Estadual;;;
MA;2106607;Matões;21283893;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO MATOES;Estadual;253.88;253.49;4.050005
MA;2106631;Matões do Norte;21055882;CENTRO DE ENSINO PROFESSOR ANTENOR BOGEA;Estadual;245.09;245.8;3.81143
MA;2106631;Matões do Norte;21403210;CENTRO DE ENSINO PROFESSOR ANTENOR BOGEA - ANEXO II - PEDRAS;Estadual;233.73;231.75;3.44155
MA;2106631;Matões do Norte;21404208;CENTRO DE ENSINO PROFESSOR ANTENOR BOGEA - ANEXO I - ALTO DA CRUZ;Estadual;232.85;220.41;3.25943
MA;2106672;Milagres do Maranhão;21241996;CENTRO DE ENSINO DEPUTADO ALEXARE COSTA;Estadual;219.16;219.22;3.049341
MA;2106706;Mirador;21167141;CENTRO DE ENSINO ISA RAPOSO BORBA GUIMARAES;Estadual;237,00;237.59;3.574902
MA;2106706;Mirador;21254338;CENTRO DE ENSINO ISA RAPOSO BORBA GUIMARAES - ANEXO III - COCOS;Estadual;240.11;224.55;3.423373
MA;2106706;Mirador;21254362;CENTRO DE ENSINO ISA RAPOSO BORBA GUIMARAES - ANEXO I - IBIPIRA;Estadual;222.27;225.54;3.187631
MA;2106706;Mirador;21574677;CENTRO DE ENSINO ISA RAPOSO BORBA GUIMARAES - ANEXO II - CONCEICAO;Estadual;216.26;200.75;2.732113
MA;2106755;Miraa do Norte;21198934;CENTRO DE ENSINO JOSE FURTADO BEZERRA;Estadual;244.05;244.73;3.780806
MA;2106755;Miraa do Norte;21272581;CENTRO DE ENSINO JOSE FURTADO BEZERRA - ANEXO I - COMERCIO;Estadual;230.47;210.02;3.070464
MA;2106805;Mirinzal;21007322;CENTRO DE ENSINO DUQUE DE CAXIAS;Estadual;;;
MA;2106805;Mirinzal;21007357;CENTRO DE ENSINO EUCLIDES RIBEIRO;Estadual;;;
MA;2106805;Mirinzal;21007373;CENTRO DE EDUCACAO QUILOMBOLA BENEDITO FONTES;Estadual;259.02;256.14;4.161867
MA;2106904;Monção;21041504;CENTRO DE ENSINO DR GETULIO VARGAS;Estadual;246.85;258.6;4.027766
MA;2106904;Monção;21335605;CENTRO DE ENSINO JOSE MOTA AMARAL;Estadual;256.38;253.6;4.086764
MA;2106904;Monção;21337403;CENTRO DE ENSINO DR GETULIO VARGAS - ANEXO I - CASTELO;Estadual;223.31;222.8;3.16122
MA;2107001;Montes Altos;21099049;CENTRO DE ENSINO PARSOAS DE CARVALHO;Estadual;250.95;245.07;3.882805
MA;2107100;Morros;21025649;CENTRO DE ENSINO AMERICA CENTRAL;Estadual;234.45;233.01;3.470525
MA;2107209;Nina Rodrigues;21059721;CENTRO DE ENSINO PROFESSOR JOAO PEREIRA MARTINS NETO;Estadual;245.74;236.23;3.677296
MA;2107209;Nina Rodrigues;21060290;CENTRO DE ENSINO MAJOR ERICO GOMES BRAGA;Estadual;260.9;263.09;4.292313
MA;2107209;Nina Rodrigues;21376204;CENTRO DE ENSINO MAJOR ERICO GOMES BRAGA - ANEXO I - ASSENTAMENTO BALAIADA;Estadual;227.03;237.47;3.433078
MA;2107258;Nova Colinas;21209669;CENTRO DE ENSINO DIOLIO DE PAULA RIBEIRO;Estadual;285.22;273.45;4.788976
MA;2107308;Nova Iorque;21168997;GE MANOEL CARVALHO DE ALMEIDA;Municipal;230.51;244.68;3.589888
MA;2107308;Nova Iorque;21169012;CENTRO DE ENSINO ANALIA NEIVA;Estadual;257.2;249.41;4.035556
MA;2107357;Nova Olia do Maranhão;21083762;CENTRO DE ENSINO TEREZINHA ALVES ROCHA;Estadual;252.9;255.77;4.070373
MA;2107407;Olho d'Água das Cunhãs;21105901;CENTRO DE ENSINO JOSE DE MATOS OLIVEIRA;Estadual;259.4;259.96;4.224389
MA;2107407;Olho d'Água das Cunhãs;21428204;CENTRO DE ENSINO JOSE DE MATOS OLIVEIRA - ANEXO I - CENTRO DO JOSE RODRIGUES;Estadual;248.09;246.99;3.871379
MA;2107407;Olho d'Água das Cunhãs;21428212;CENTRO DE ENSINO JOSE DE MATOS OLIVEIRA - ANEXO II - BACURI;Estadual;;;
MA;2107456;Olia Nova do Maranhão;21050538;CENTRO DE ENSINO JOSE MARIA DE ARAUJO;Estadual;233.43;236.56;3.509343
MA;2107456;Olia Nova do Maranhão;21241198;CENTRO DE ENSINO JOSE MARIA DE ARAUJO ANEXO I - GAMELEIRA;Estadual;;;
MA;2107456;Olia Nova do Maranhão;21269157;CENTRO DE ENSINO JOSE MARIA DE ARAUJO - ANEXO II - SAO FRANCISCO;Estadual;;;
MA;2107456;Olia Nova do Maranhão;21285268;CENTRO DE ENSINO PROFESSOR JOSE RIBAMAR SANTOS SILVA;Estadual;244.27;238.68;3.693327
MA;2107506;Paço do Lumiar;21007446;CENTRO DE ENSINO ERASMO DIAS;Estadual;251.85;265.98;4.20847
MA;2107506;Paço do Lumiar;21007454;CENTRO EDUCA MAIS DR LUIZ SERGIO CABRAL BARRETO;Estadual;239.38;240.56;3.65279
MA;2107506;Paço do Lumiar;21008299;CENTRO DE ENSINO PIRES COLLINS;Estadual;242.02;239.92;3.680288
MA;2107506;Paço do Lumiar;21008388;CENTRO DE ENSINO VITORIO SILVA;Estadual;;;
MA;2107506;Paço do Lumiar;21008396;CENTRO DE ENSINO PROFESSOR ROBSON CAMPOS MARTINS;Estadual;;;
MA;2107506;Paço do Lumiar;21008604;CENTRO DE ENSINO PROFESSOR MACHADINHO;Estadual;242.6;253.45;3.890979
MA;2107506;Paço do Lumiar;21008680;CENTRO EDUCA MAIS DOMINGOS VIEIRA FILHO;Estadual;259.64;280.03;4.528209
MA;2107605;Palmeirâia;21042349;CENTRO DE EDUCACAO QUILOMBOLA GOVERNADOR NEWTON BELLO - ANEXO I - CRUZEIRO;Estadual;;;
MA;2107605;Palmeirâia;21042357;CENTRO DE ENSINO GOVERNADOR NEWTON BELLO - ANEXO II - SAO JOAQUIM;Estadual;236.67;230.03;3.457094
MA;2107605;Palmeirâia;21042365;CENTRO DE ENSINO ESTADO DO RIO GRAE DO SUL;Estadual;;;
MA;2107605;Palmeirâia;21042373;CENTRO DE ENSINO GOVERNADOR NEWTON BELLO;Estadual;;;
MA;2107605;Palmeirâia;21266921;CENTRO DE ENSINO JOAO PAULO II;Estadual;220.16;206.72;2.87626
MA;2107704;Paraibano;21169543;CENTRO DE ENSINO EPITACIO PESSOA;Estadual;251.58;233.41;3.717103
MA;2107704;Paraibano;21169632;CENTRO DE ENSINO JOAO FURTADO BRITO;Estadual;236.91;232.55;3.498189
MA;2107803;Parnarama;21162484;CENTRO DE ENSINO CONEGO JESUS DE MOURA SOARES;Estadual;257.4;250.95;4.061419
